Text,Label
ಇಂಚಿನ comedy shows ಬರೋಂದೇ ಇಪ್ಪ ಡ್  ಸನ್ನೆಲು,Not Tulu
Naveen D Padil super🔥👌,Positive
"Dr,Aravind Bolarre Yenk Banjidha Ulai Mande Thirgundu Aik Dhadha Malpodu,",Mixed
Pukuli only Mangalore people can understand 😍😍😂😂😂😂😂,Not Tulu
"""navinanna whol uller, we r missing navinannana tulu.""",Not Tulu
Arpith is changed to pomma 👶🍼,Not Tulu
ಅಜ್ಜನಾ ಬಾರಿ ಪೋರ್ಲುದ  ಸುಗಿಪು... ಮೈ ಮನಸ್ ರೋಮಾಂಚನ ಆಪುಂಡು,Positive
"RT @TaulavaSpeaks: ತುಳುವೆರ್ ಏಪೊಲಾ ಕುಂಡೊಜಿ ಭಾಷೆಗ್ ಸಸಾರ ಮಲ್ದಿಜ! ಅಂಚ ಪಂದ್ ನಮನ ಸ್ವಾಭಿಮಾನನ್ ಬಲಿ ಕೊರಿಯೆರೆ ಇಜ್ಜಿ!!!
#StopLanguageImpositions 
Each…",Negative
"ಇನಿರ್ದ್ ಬೊಕ್ಕ ನಮ ತುಲುಬರವುದ ಪೊಲಬು ಮಲ್ತೊನುಗ.

ತುಲು ಅಚ್ಚರಮಾಲೆದ ಸುರುತ ಅಚ್ಚರ - ಅ(അ)

#TuluBaravu
#ReviveTuluScript ",Neutral
super Arvind anna,Positive
U r so cool sir Nyc to c u,Not Tulu
Congratulations 💐💐💐hv a great future ahead... Poi warodu aule gendali bonda parya,Positive
Which part of Mangalore are you from ? Eer Kudla’d volth??,Neutral
Ravindra belle rangataranga kaup,Neutral
😂😂😂i like this channel keep going all the  best bro 🥰👍,Not Tulu
Please do this as a movie..swami guliga..rakshane korle,Positive
What a nice performance from prashamsha kaup..... Really nice prashamsha kaup...keep it up,Not Tulu
Kudlad onji puklida concert dille anna,Neutral
Waiting for full movie ayinat bega upload malpule,Positive
Bale Tulu Lipi Kalpuga #TuluScriptExam #Online #TuluScript #TuluLipi #JaiTulunad #TuluAcademy,Neutral
Deepak well done scooper...,Not Tulu
Pls upload video of devdas kapikad drama,Positive
SALMAN PinKHAN NA MOVIE-D YEDDE UNDU REVIEW MOVIE ITHAND... GOOD GOIN BRO... LOVED IT...,Mixed
ಏನ climax supb❤️ ಫುಲ್ ಬೆಂಕಿ 🔥🔥🔥,Positive
Songs super  mare,Positive
Next poooti sonng and ninna kinne song bodduu.....,Neutral
vinith Er tulu jasthi patherodu naadut kannada dayeg .....tulu program so tulu use malpule,Mixed
Free fire gamer aaa,Neutral
Appe teacher Full movie upload manpi,Positive
Mesmerizing !! Thank you team for getting the beauty of Tulu Naadu in this song❤️,Not Tulu
Wa WA wa aajji,Positive
Really I lv u ajji 😂😍😍😘😘,Not Tulu
You have become famous in Mangalore (🇮🇳India),Not Tulu
"ಕೂಳೂರುಡು ನಡತಿನ ಪರೀಕ್ಷೆ
#TuluScript #TuluLipi #TuluBaravu #TuluBarahu #TuluScriptExam #TuluScriptLearnigClass #BTLK #jaiTulunad #TuluAcademy ",Neutral
Kasrod - Tulu Bhavana,Neutral
ಇದು ಯಾವ ಭಾಷೆ.. bro.,Not Tulu
"But """"Tu doodu Du toodu""""(Docomo) miss aandu 😛""",Neutral
I like peasants kaup,Not Tulu
OMG 12 min du 3 hr da film thuyya 🤗,Neutral
Daaye Panda Undhe Team Pirak Goddhe Patherna Carecter malthdh etther Apaga Daaye Manithjer..??,Mixed
All the very best to Moni anna and team ❤ awesome lyrics❤,Not Tulu
Ucchhu naayi guru fan agode,Not Tulu
yennala dodda erlekane uller appe..... er matra spr 😃😃😃,Positive
Very nice bhagavathige suuuper Mr Diraj Rai  keep this level,Not Tulu
🤣🤣🤣 Yan ejje pan by,Neutral
sprr comedy i like it comedy,Not Tulu
ಕನ್ನಡದಲ್ಲೂ ಈ ರೀತಿಯ ನಗಿಸುವ ನಾಟಕಗಳು ನಿಮ್ಮಿಂದ ಬರಲಿ.,Mixed
ಸೂಪರ್ ಕಾಮಿಡಿ ಟೀಮ್ ತೆಲಿಕೆ ತೆನಾಲಿ ಎನ್ನ ಮೋಕೆದ 4ಮುತ್ತುಲು ️️️️,Positive
Nice suprb comedy ...I like it,Not Tulu
Vonte Saari Aaaiji Mastu Double Meaning Undu :( ...,Mixed
i lived in manglore for 10 years...i love tulu bhasa,Not Tulu
"Maya means lost""",Not Tulu
Akka nataka audio plz,Positive
👌👌 ಉಡುಪಿ ಮೀನ್ ಮಾರ್ಕೆಟ್ ಒರ ಬಲೆ ❤️,Neutral
"ಪಾಣಾಜೆ ಶಂಕರನಾರಾಯಣ ಭಟ್ರ್ 'ತುಳು ವೈದ್ಯ ರತ್ನಮಾಲೆ' ಪನ್ಪಿ ಕೃತಿನ್ ಬರೆತೆರ್
#KooInTulu
#ನಮ್ಮ_ತುಳುವೆರ್ ",Neutral
"ಉರಲ್ ಪಂಡ ದಾದ ಗೊತ್ತುಂಡೇ?

#KooInTulu
#ನಿಕುಲೆಗ್_ಗೊತ್ತುಂಡಾ? ",Neutral
ಸಿನಿಮಾ 100 ಡೇಸ್ ಒಡಲಿ ....☝️,Not Tulu
"""By seeing this reaction videos  HUNGAMA 2 team be like",Not Tulu
ಬಾರಿ ಪೊರ್ಲುದ song 💟,Positive
"""Seriously like the fight between Arpith and Santu, just like Tom and Jerry...""",Not Tulu
Super bit super,Positive
Superb  yedde message korthar ... Thank you so much daiziworld,Positive
Madime adhe thapu malthar,Negative
Hege ne karnika da story madi all the best,Positive
I no pukli meaning in tulu but I like this song,Not Tulu
ಮಸ್ತ್ ಕಾಮಿಡಿ ಇಜ್ಜಿ,Negative
"ವರಂಗದ ಜೈನ ಬಸ್ತಿ ಸುಮಾರ್ 850 ವರ್ಸ ಪಿರಾಕ್‌ದವು.
#ನಮ್ಮ_ಊರು
#KooInTulu ",Neutral
​ @soorajkotian2020  No one national language in India 😂,Not Tulu
Most of the people are from Karnataka ❤,Not Tulu
Congratulations Mohan sir 🎉😊,Not Tulu
Vedio toopinakleg Yanna onji manavi Atye Nikleg Tooyare ayijinda toovorchi Avu burdu dislike Daye malpuvar,Mixed
Best show nice comedy masth shokundu.....,Positive
@Smith-zc9bj  eer Ora bethe Tulu film g compare manth thoole anna,Neutral
porlu porlu yankulna arjun kapikad,Positive
Wow super program Walter Anna,Positive
super ye song,Positive
video daye paduvar?,Neutral
Santa Ghosh Malala Disha TV padh le,Neutral
Msthu laayiku ittundappaaa,Positive
This song will be incomplete without nidhi  😍perfect voice for this song 💕💕,Not Tulu
Super arpit..mange malpodchi..,Mixed
I think your dad must be very proud of you ❤,Not Tulu
Song kendh kendh ennala'PUKULI MAYA' aand marre savv😂😂,Neutral
undu tim diale shettre next yede mlpuver pnd thujundu,Mixed
Saman Maya avandina puniya,Negative
"ಪೂಕರೆತ ಬೇತೆ ಬೇತೆ ಪುದರ್‌ಲ್ ನಿಕುಲೆಗ್ ಗೊತ್ತುಂಡೇ?
#ನಿಕುಲೆಗ್_ಗೊತ್ತುಂಡಾ?
#KooInTulu ",Neutral
Porlutha padya ye,Positive
YEnglishclna bhagavather oler yaksha rasa suru malthnek thanks sir,Positive
Undu flashback dade?,Mixed
"""No comments... one of the top performance...",Not Tulu
Daadaye akl RCB N chall malthinna...🙄,Neutral
undu Chikkamagaluru    mallanduruda  program,Neutral
Nana dada maatha malpuvana E !! Devere kaapodu ninan. Yedde contentsg use malpu ninna manden,Negative
Poppa thulu full drama plz,Positive
eerna  laptop  change  daaye,Neutral
Supper naveenanna... Mijar,Positive
ನವೀನ್ ಅಣ್ಣನ ಬಾರಿ ಪೊರ್ಲುದ ಅಭಿನಯ... 👌👌👌👌,Positive
Yanna fav song,Positive
Mugi kaas daaya pitcher,Negative
Best cinematography bro ..omg😱😍💥💪,Not Tulu
Dada saithini saithini nayiya. Thirni  panle,Neutral
Qt voice hjr ko,Not Tulu
"ಮಾರ್ನೆಮಿದ ಆಜನೇ ದಿನ ಕಾತ್ಯಾಯಿನಿ ದೇವಿನ ಆರಾಧನೆ ನಡಪುಂಡು. ಕಾತ್ಯಾಯನನ ಮಗಲ್ ಆಯಿನೆರ್ದ್ ದೇವಿನ್ ಕಾತ್ಯಾಯಿನಿ ಪನ್ಪೆರ್. ಪುರಾಣದ ಪ್ರಕಾರ ಕಿಟ್ಣ ದೇವೆರೆನ್ ಭೂಮಿಗ್ ಕನವೆರೆ ಗೋಪಿಕೆರ್ ಕಾತ್ಯಾಯಿನಿ ದೇವೆರೆನ ಪೂಜೆ ಮಲ್ದಿತ್ತೆರ್‌ಗೆ. ಈ ದೇವೆರೆನ ಪೂಜೆ ಮಲ್ಪುನೆರ್ದ್ ಮದ್ಮೆದ ಭಾಗ್ಯ ಬರ್ಪುಂಡು ಪಂದ್ ಪನ್ಪೆರ್.

#ಮಾರ್ನೆಮಿ ",Neutral
This song became famous in mangalore more than Nepali😂😂😂only Mangalorians will understand 😂😂😂,Not Tulu
ಎರ್ ಕಟೆಪೆ ಕಠಪೆ ನಿನ ಅಮೆ,Neutral
"""Watching from USA,Tennessee,Native Mangalore.. first comment, athithi Devobhava❤""",Not Tulu
Once again tulunada maanikya rockz,Positive
"ತುಳುಕ್ ಶಿಷ್ಟ ಸಾಹಿತ್ಯ ಇಜ್ಜಿ, ತುಳುಕ್ ಲಿಪಿ ಇಜ್ಜೀಂದ್ ಮಾತೆರ್ಲಾ ಪನೊಂದುಪ್ಪುನಗ ತುಳು ಲಿಪಿಟೇ ಬರೆದ್ ದೀತಿನ ಪಳಂತುಳು ಕಾವ್ಯೊಲೆನ್ ನಾಡ್ದ್ ಪತ್ತ್‌ದ್ ತುಳುತ ಮಿತ್ತಿತ್ತಿನ ಅಪವಾದೊನು ದೂರ ಮಲ್ತಿನ ಡಾ | ಪಿ. ವೆಂಕಟರಾಜ ಪುಣಿಂಚಿತ್ತಾಯೆರ್ ಪುಟ್ಟಿನ ದಿನೊನು 'ಇಸ್ವ ತುಲು ಬರವು ದಿನೊ' ಪಂದ್ ಆಚರಿಪುವ.

#WorldTuluScriptDay ",Neutral
Ninna Pukuli...Dada Song Maraya...Inchina...Song Trend Anda Dada Avaste😂😂😂😂,Neutral
Super Jodi babanna boobanna,Positive
Baari gammathh,Positive
Gothe ejji undu yepa andh andh .. next onthe marketing Bangalore du sarit malpaule ..,Mixed
Deepak Rai teem super I love this program,Not Tulu
"Pilli thha sontaa , Super attend..",Positive
"""Ajipattanaal, Beega, kammiaija, Nana, onjiajipattanal, Beega, ittanda, noothairvattaedma, aapundu🤔🤔""",Neutral
Comidi send madi,Not Tulu
Vikas anna ne budude pore bali ethende … We want Vikas Anna 🦸‍♂️,Mixed
"“ಪಾಡ್ದನದ ಪೊರ್ಲು ತಿರ್ಲ್ -ಎಸಲ್ 2 - ದೇಯಿ ಬೈದೆತಿ (ತುಲುರಾಜ್ಯ)“ with @tuluvekiran, Uday Poonja, Sadashiva Mudradi, Sudarshan Surathkal, poornima tuluvedi, Avinash H, Dr.Raveesh Parava, Ravi p.m Mogera. Today at 4:30 PM on @clubhouse! ",Neutral
My fev clr pink😂,Not Tulu
Comedy la rajakeeyanaa mare savuuuu.,Negative
Superrrserial namma tulunaduda bhasene porlu...,Positive
pukuli da onji photo ethnda yedde ethnd nadere sulaba athu,Mixed
bari yeddey show Serial continue malpuley plz,Positive
@xaviertoxic9312  memes tu para,Neutral
"RT @TaulavaSpeaks: ತುಳುಕ್, ತುಳುನಾಡ್ಗ್ ದಾಲ ಮಲ್ತಿಜಿಂಡಲ ನಮ ಜನಕುಲು ಧರ್ಮ, ದೇಶ ಇಂದ್ ಪೋಪ!😌
ಅಗ್ಲೆನ್ ಇದಮುಟ ಏರ್ಲಾ ಅರ್ಥ ಮಲ್ತೊಂದಿಜೆರ್!!!
ಸತ್ಯ ಪನೊಡಾಂಡ ನ…",Mixed
Next show dh santhun live gh lethod bale mare,Neutral
ಈರನ ಕುಜಲ್ ಪೋಯಿನ ಎಂಚಂದು ಇತ್ತೇ ಗೊತ್ತಂಡ್... 😁😁😁,Neutral
song super ye.,Positive
9.30 minuted Neighboring spelling wrong anna,Neutral
Santhu na ell tikndha.  Santhu🔥🔥🔥.  AWESOME,Positive
Hai all comedy suuuprrrrrrr,Not Tulu
Ee serial du comedy n matra tupinaye yan oriyena andh..,Mixed
"ಸಾಲಮೇಳದ ಪೂಜಾರಿ ನಮ್ಮ ಬಿ. ಜನಾರ್ದನ ಪೂಜಾರ್ಲು.
#KooInTulu
#ನಮ್ಮ_ತುಳುವೆರ್ ",Neutral
Yan 4 class d uppunaga kallamundkur du thutina cha parka thandada suruta drama,Mixed
"ಟೋಕಿಯೋ ಒಲಂಪಿಕ್ಸ್‌ಡ್ ನಮ್ಮ ಭಾರತ ದೇಸೊನ್ ಪ್ರತಿನಿಧಿಸಾವುನ ಮಾತ ಗೊಬ್ಬುದ ಬೊಳ್ಳಿಲೆಗ್ ಎಡ್ಡೆಪುಲು.
#KooInTulu ",Positive
Full movi padley pzee.pzee,Positive
YEnglishno fav buthet arinudha Anna,Positive
I love this song  yanu thulunadda ponnu,Positive
Parondh yeth thindaaa...onja radda️,Neutral
Santu bodd undu show kk,Mixed
Good message guys...keep rockingsong bedi,Mixed
"Tulu comedy ayini sirf Rampana Datra,.",Positive
This cute song 🎵 me tolo,Not Tulu
Guru chinddhi ... Director he,Not Tulu
Chuper fab umesh mijar.....,Positive
Ovu herion g la kammi ejjer,Positive
Aav yer mare sathu😂😂 ora thojale   mare🤪🤪,Negative
Chandrahasa  Tulu natakadha mukutamani,Mixed
Olu birkdhena karmadhaaye.,Negative
Part 2 malpule ..top athund,Positive
Annappa Tulu movie upload malpule plzz,Positive
Awaiting for 2nd part bro❤,Not Tulu
"""Best review ever 😂😂😂",Not Tulu
Plz yerla ynk background chendhe da music dha pudare panle,Neutral
"ಸೇಮೆದ ಅಡ್ಯೆ ತುಳುನಾಡ್‌ದ ಜನಕುಲೆಗ್ ಇಷ್ಟದ ಒಂಜಿ ತೆನಸ್. ಅರಿನ್ ಕಡೆದ್, ಮಾಜಾದ್ ಉಂಡೆ ಮಲ್ತ್‌ದು ಸೇಮೆದ ಮಣೆಟ್ ಒತ್ತುದ್ ಉಂದೆನ್ ಮಲ್ಪುವೆರ್. ಕೋರಿದ ರೇಸ ಅತ್ತ್ಂಡ ತಾರಾಯಿದ ಪೇರ್‌ದೊಟ್ಟುಗ್ ಉಂದೆನ್ ಹೆಚ್ಚಾದ್ ತಿನ್ಪೆರ್.
#CuusinesOfTulunad
#KooInTulu ",Neutral
ತುಳು  ಭಾಷೆಗೆ  ಜಯವಾಗಲಿ.,Not Tulu
Company da add korochi.Add kEnglishdh kEnglishdh shakh apundu.,Mixed
Boda pukuli korka maraya eth bodu pukuli Nik hahahaha pukuli pukuli,Negative
Yencha comments padunu pandh,Neutral
Congratulations ❤️ waiting for video's 🔥🔥⚔️,Not Tulu
Onji drama panda comedy mathra uppodu aven buded enchina undu onji Mana mariyadi ijja tthu,Negative
I love you  ajji,Positive
My name is annapa movie name,Not Tulu
"""ನಮ್ಮ ಸ್ವಾತಂತ್ರ, ನಮ್ಮ ಹಕ್ಕು""",Not Tulu
What is FT. Infront of Vinayaks name??,Not Tulu
Santuuzzzz inglisss. Nxxxt level da🤣🤣🤣,Positive
@MadInKudla  sheeeee..... Yenk Marie aadittu 😂,Neutral
Waa namuneda Pura undu marre,Negative
Bhaghaathike  super,Positive
Fun movie paddle dhani,Neutral
"You will get full information 😂😂""",Not Tulu
Malayalam picturdha dabb ayyo deva,Negative
second half was lifted from comedy circus.,Not Tulu
Seloond kulleka athnd,Mixed
Erna banji family pack atendh mare😂,Neutral
Bhari porlu ettnd,Positive
Pls full movie aki,Not Tulu
ಸೌತೆಕಾಯಿ ಗಿರಾಕಿ Super 😅🥒,Not Tulu
ನನಗೆ ಬಹಳ ಇಷ್ಟ ಆಯ್ತು,Not Tulu
Santhu is legend bro🤣🤣🤣,Not Tulu
Av av av av😂😂😂,Neutral
"""👏👏👏👏👏.. most funniest video..",Not Tulu
good program we are enjying here thnk u so much namma tv and vijaya sir,Not Tulu
Tande koraga thaniya,Neutral
Nama bimbuli margaye 😂😂😂😂😂,Neutral
ಸೂಪರ್ ಫಿಲ್ಮ್. ಮಸ್ತ್ ಉಂಡು,Positive
Super naataka swami guliga,Positive
prashamsa always best hats of u guyss,Not Tulu
Bro full movie padle,Positive
"ಒಡಿಪುದ ಕೊಡವೂರು ಶಾಲೆಡ್ ತುಲು ಪುದರ್‌ಪಲವೆ

 ತುಲು ಬರವು ಅಭಿಯಾನ

""ತುಲು ಬರವುದ ಪುದರ್‌ಪಲವೆ ಉದಿಪನ""

#TuluScriptNameBoard #TuluScript #TuluLipi #TuluBaravu #TuluBarahu #JaiTulunad #Odipu #Kodavoor #Tulu ",Neutral
First Yan era Bethe pandh ennini,Neutral
ಇಂಬೆನಾ ಮಾಯ ಆಯಿನ ಪುಕ್ಲಿನ್ ಒಲ್ಪ ನಾಡುನ ಮರ್ರೆ🤔😂,Neutral
Kannada programs haki,Not Tulu
E pukuli d aiji mare 🤣😂,Neutral
no 1. manju rai and team,Not Tulu
"Love mik aswell""",Not Tulu
"""Telugu hot movie",Not Tulu
"""6 gante baari late andye.",Neutral
Kukoo ninna ammaltha??,Negative
"""Came for the song, stayed for the pukuli""",Not Tulu
Pura sullu encha matha aanda Soujany gu yepano nyaya thikkodittundu😢,Negative
One like for military atth mesthri,Mixed
ಒಂತೆ ಜಾಸ್ತಿ ಆಂಡ್,Mixed
"""""""I don't miss him(santhu)"""" , Same here😂😂😂😂🤣🤣👍""",Not Tulu
"""Driver ninna amman leppu, 3 rd class""",Negative
arvind bolar super actor,Positive
Imbe na pudhar bajrangi ya,Neutral
Yeranda narrd korle marre,Neutral
Anna inchina same content Namak bodu ️,Positive
kattapa bahubali n dayeg kerini,Neutral
I enjoyed a lot. Superb. Amazing performance.  Thank you Prasamsha team. God bless you always.,Not Tulu
Plz release film in Bangalore,Not Tulu
You should be fined because for not wearing mask.😉,Not Tulu
jaga da abhavada karana punishment n road da nadut malthini❤❤❤❤,Neutral
Super actor Ravi ramakunja,Not Tulu
ಯಕ್ಷಗಾನ ಪ್ರಸಾರಕೇ ಧನ್ಯವಾದಗಳು.,Not Tulu
This video is so intresting. Loved it😂❤,Not Tulu
"ರೆ. ಅಗಸ್ಟ್ ಮೇನರ್ 165ರ್ದ್‌ಲಾ ಜಾಸ್ತಿ ತುಳು ಕ್ರೈಸ್ತ ಗೀತೆಲೆನ್ ಬರೆತೆರ್. ಮೇರ್ ತುಳು ಡಿಕ್ಷನರಿಗ್‌ಲಾ ಮಸ್ತ್ ಪುನೆತೆರ್.
#KooInTulu
#ನಮ್ಮ_ತುಳುವೆರ್ ",Neutral
Bangalid pukuli panda dada,Neutral
"""ಇಂಬೆನ ಪುಕುಲಿ ದ ಓಂಜಿ ಅವಸ್ಥೆ ನೆ ಮಾರ್ರೆ",Neutral
Yellaru nana Chanel suport maadi,Not Tulu
Wowww...specially Nitin Tumbe 😍,Not Tulu
Chirich chirich chathoo,Neutral
@cutechulbuli-70  eithi nmbr lekhani. Insta re DM kara mu next shoot bishayre janei debi,Not Tulu
"""Nan malayali nanige hee movie nodi """"ಕಣ್ಣಲ್ಲಿ ನೀರು ಬಂತು....!!!""",Not Tulu
Mad in kudla,Neutral
Sunder rai mandara the best,Not Tulu
"Nikleg yepa jathi da marl unthuva🤦""",Negative
ಬಾರಿ ಪೊರ್ಲುದ ಬರಹು.... ಇಂಪಾಯಿನ ಸ್ವರ... Superr❤,Positive
Ganapthi anna namashkara,Positive
Niklena team dha comedy and last korpuna msg super...,Positive
"ನಮ್ಮ ಊರ್‌ದ ಮಟ್ಟ್‌ಗುಳ್ಳ, 'Geographical Indication Tag' ಪಡೆದ್ ಲೋಕೊಡೊರ್ಮೆ ಪುಗರ್ತೆ ಪಡೆದುಂಡು.
#KooInTulu ",Neutral
Friends circle jokes malpver alpa same understanding dakul ipver,Mixed
"Don't underestimate the power of santhu.""",Not Tulu
@vishmay vinayak irh kattappe leka thojuvar..😂💥😍❤️👍🙏,Neutral
Bro....try... Suryavanshi Akshay Kumar  na upcoming movie da trailer 😂...... reaction korle bro,Neutral
Sundara bangady top comedy😍🥰🥰🥰🥰🥰🥰🥰,Not Tulu
"""Namma urda.. Namma Nirda ...🤣",Neutral
Next video we want your facecam  arpith,Not Tulu
Madhime tulu film padhile,Positive
Baale att mahishaasure,Mixed
"Yedde praytna,  shokkatnd",Positive
Superb nellu... Nd team..,Not Tulu
Vinayak anna eereg arpith shirt kortina😂😂,Neutral
Ninna enchane nikalna Pura nataka padodu all the best,Positive
Full move padle plz,Positive
Super song 👌👌👌mate mate kelbeku anisute,Not Tulu
yedde comdy ethund,Positive
Nice song akka ❤,Positive
ಸೂಪರ್ ಸೂಪರ್ ಅಕ್ಕ ಸೊಂಗ್ ಸೂಪರ್ ಅಕ್ಕ ಡೆನ್ಸ್ ಸೂಪರ್ 🙏🙏🙏👌👌👌🚩🚩🚩,Positive
Vikas thinad marayedi ninan idee uuru thirgaujera😂😂😂😂😂,Mixed
Masth edde undu,Positive
Bro Erna stand-up comedy yepa barpundu,Positive
Yenna fav song.....,Positive
Congratulations for 100K ❤🎉🎉,Not Tulu
"Minsha', ""Now I'm not"", 'Akk ir vathe vovar ackting kammi malpule avvve errrr okkkkkk",Negative
Aravind Bolar acting kudukana over actingStory onthe laik malpule,Negative
ಸಂತನು ನಮ್ಮ ಮಿತ್ ದೀವೊಡು ಲೋಕಲ್ ಫಾರ್ ವೋಕಲ್,Neutral
Are rikshavala Sid sid ode popa 😂😂😂😂😂😂😂,Neutral
"""fantastic presentation, receprocate heartly 👌*****🌷🌻🎼🎹🎤🎵♥️💐🙏🙏🙏🙏🙏""",Not Tulu
"""Baari porlaathnd, kenonde ippuga pandh aapundu ❤️""",Positive
ಗಾಯನ ಮಾಯನ ಸೂಪರ್ ನಿರ್ವಹಣೆ.,Positive
Umil thulu full movie plz,Positive
wow......full thelike..kannud neer batthund ..,Positive
Kaushik Anna Ñ Arpith Anna all time Favorite❤😍,Not Tulu
Idu idu actually chennagirodu 😃😃😃😀,Not Tulu
"Yedde serial', ""It's awesome"", 'sprb",Positive
"GD luck, thx",Not Tulu
Teltu teltu sakand marre...,Positive
Nikleg yeregandala embyana pukuli thikunda panle mare😂😂😀,Neutral
Pukulida song D aye full famous marre,Neutral
Sunday aitwara dani koori da chicken chilly....,Neutral
Niglena comedy video thuvareg masth kushi apundu....,Positive
Aishwarya porlullala Arpith ?,Mixed
Ude big fan lol,Not Tulu
"""Superb, Keept it up. Its prudent to avoid non veg jokes...""",Not Tulu
"""Arpith sr you have rocked this show",Not Tulu
Stone vondu stone vondu...... A!!! Stone!!!!😂😂  most funniest part 🤣😂😅😆.... Sir ur expressions !!❣️😍,Positive
Inchina review bethe yerla manpare sadhyane ijji mast athnd chindhi bro🔥🔥🔥🔥,Positive
Nija masth edde message korter... Tulu bhaashen horata malthdh atth Paterdh vorpule ndh... Khushi aand....,Positive
supper performance umeshanna and team. . . thelth thelth sakandh. .,Positive
Cute voice akka naa 😚😍😍,Positive
laxmi shetty  Ajji theer pother... sad news 😭😢,Neutral
Bale telipale super apudu,Positive
Very very comedy thanks a lot v want tulu,Not Tulu
Plz adds control  malple bro...,Neutral
Happily Single! Thanks from the whole Team of MIK!,Not Tulu
# pls show the shantu face,Not Tulu
Astagfirulla pallil nataka aakrema,Not Tulu
Breaking the news dh.. bloopers yedde apund 😂😂😂,Positive
Yan Vikas bro na big fan 🫡,Positive
"ತುಳುನಾಡ ಮಾತಾ ಬುದುಲೆಗ್ ನಾಗರಪಂಚೆಮಿದ ಎಡ್ಡೆಪುಲು.
#KooInTulu
#ನಾಗರಪಂಚೆಮಿ ",Positive
12:13 onas ancha manpune😂,Neutral
Yeere 2020 de thuonthuller .... like padle,Positive
"Nana 4 karadi nakulu yoga malpuyer, 3 nikulu, 1 yaan",Mixed
i love  u dear ajji darling,Not Tulu
Santhu ijjera....🙄 yepa arna bele....aren thuvandene ar poyera....😁😁😄😄😀,Neutral
"""Where is Prashamsha Kaup performance? Please upload it..",Not Tulu
Ninna banja yermeda kanja . Yeth tinpa maraythi😅😅😅,Negative
Yamana voice change avodu etthnd,Mixed
", ""You. Don't talk my father suddi"", 'Super comedy",Mixed
Undu song Olu famus ayijindala kudladakulu famus malther 😂😂😂,Neutral
"Darmag malla jana kaas,daaye aavoli,.. poora nammane aanda...",Mixed
Tulu songs n edde match maldarscene g,Positive
ಮೂಲು ಕುಲೆತ್ತ ಉಪದ್ರ ಉಂಡು 😂 ಕುಲೆ bathnd  ಬಲಿಪುಲೆ 😂,Mixed
Super harini kalaveder,Positive
Pottu panda baji pottu show nikalna karma,Negative
Wow awesome movie.....  masth khushi aand thudh.....  spr undu movie..... ️️️️️️,Positive
"""who is the singer ? ,i liked very much song""",Not Tulu
"""Kudlada power thule ayegla gothand aitha artha 😂",Positive
Yank thelthd bangi bene avondu undu ya chaee😂😂😂😂😂,Positive
"I love u 😘""",Not Tulu
"ಜೈ ತುಲುನಾಡ್ (ರಿ.) ಕೂಟದ ಪದುಕೆರೆರ್ದ್ ಒಂಜಿ ಪುನೆಪು.

#TulunadFlag

© @tulunadchannel ",Neutral
Aur kya chayere tereko,Not Tulu
👌👍yeddy malthdar nikil anchane porld avad ❤,Positive
Super perfrmnc.. Msg s als v good.. Gujje punch was v nc..,Mixed
Dada kure mare,Negative
Mogulu ..yepala .malayalam skit ne copy malpunu...creativity ijji,Negative
stya marre eductn systm sma iji,Negative
Appu Tulu Nataka Devdas Kapikad | Aravind Bolar | Bhojraj Vamanjoor,Neutral
undu comedy na ????,Mixed
OMG vikas Anna is looking handsome day by day great rakshita great vlog🫶,Positive
Banji g hakorchi nataka pls...update manpule....,Positive
ಅಜ್ಜ ಇರೇ ಕಾಪುಲ ಅಜ್ಜ,Positive
Nadiya itthe meed battini.. lol,Mixed
But bhumika avrig en aytu edu sudden shock,Not Tulu
Lyrics super 💞i love this song,Not Tulu
ಪುನರ್ ಪುಳಿ ತ್ತಿನ್ ಲೆ,Neutral
Stage g 4 Jana daaye bodchi team du,Negative
"""PUKULI MAYA Lyrics",Neutral
Amazing performance hats off prashamsa team best of luck,Not Tulu
Please Part-4 Upload Manpule,Neutral
Eee varsha aanda release ava???,Neutral
Mokeda ajiii.... Jasti paterunda petu nigantu......,Mixed
"""Please upload Prashamsha Kaup videos. We are eager to wait for that program,....""",Not Tulu
Nic song mero dost,Not Tulu
Ketna khayagi edarbi or partymay be 😢,Not Tulu
What is the meaning of pukuli mayaku,Not Tulu
Hahahaha super comment anna,Positive
Super bro ❤Jai tulnad ♥️♥️🚩,Positive
Yer poora 2021d e song kenondu ullara .onji like korle mulpa,Positive
Anna nagale  pukuli maya panda porlu da ponnu ge  Nepal da,Neutral
Super se bi uper vismay anna...  what a talent ❤🤗👌💯,Not Tulu
Sound dumbu pira unda?,Neutral
Super acting... Telikeda barsa ithnd... Carry on Maskiri Kuala 😂😂😂😂😂😂😂,Positive
Pukuli Mayapookie poya ayoooo devaa,Mixed
Non sense.. Comedy da pudar d nurse na profession n wrong portray maltondh uller..,Negative
Please SHARE the video with ur friends & SUPPORT :),Not Tulu
Super deepakere super,Positive
ದುಂಬುದ ಸಂಚಿಕೆಡ್ ಮಲ್ಲ ಮಲ್ಲ ವೇಷಲು ಉಲ್ಲಾ 🤣🤣🤣,Neutral
Namma tulundadu comedy first eppodu,Neutral
"""ಯಾನೊರಿ ಬರೋಲಿಯ. ಅಪ್ಪು ಪಾರ್ವತಿ ಉಂಡ ಅಣ್ಣ, 💞""",Neutral
super ondhu comedy All the best........ kudlla,Positive
